Household_Key,Retail,Coupon_Match,Coupon,Total_Sales
2275,-90.68,-0.85,-3.85,488.46
2276,-61.85,0,0,244.42
2277,-457.31,0,0,1856.58
2278,-73.18,0,0,557.07
2279,-68.47,0,0,221.96
2280,-1218.66,-5.25,-34.6,4615.74
2281,-95.01,0,-1.34,326.7
2282,-32.95,-1.9,-2.4,367.45
2283,-50.82,0,0,385.5
2284,-802.2,-0.4,-46.89,6519.16
2285,-42.12,0,0,461.3
2286,-84.54,0,0,713.77
2287,-46.59,0,0,231.96
2288,-244.18,-0.5,-3.75,1297.5
2289,-188.42,-0.3,-0.3,747.54
2290,-58.08,0,-1,384.9
2291,-14.57,0,0,79.56
2292,-13.15,0,0,91.9
2293,-42.38,0,0,336.52
2294,-779.62,-0.9,-1.7,5862.82
2295,-880.44,0,-2,4233.43
2296,-696.08,0,0,4696.21
2297,-35.12,0,0,204.41
2298,-205.02,-6.35,-10.55,1164.36
2299,-143.67,-0.35,-1.35,843.39
2300,-281.15,-1.3,-2.55,1337.8
2301,-428.29,-1.2,-6.4,2188.23
2302,-199.41,-0.5,-1.5,802.42
2303,-144.6,0,-2.5,860.46
2304,-40.89,0,-1.29,201.33
2305,-639.29,-6.95,-28.7,3172.12
2306,-5.87,0,0,50.46
2307,-577.35,-0.75,-7,2545.09
2308,-4.26,0,0,69.28
2309,-14.38,0,0,35.45
2310,-111.9,-0.25,-0.25,551.16
2311,-147.67,0,0,960.11
2312,-1098.4,0,-13.29,6040.39
2313,-11.15,0,0,48.78
2314,-340.28,-1.55,-3.65,2388.06
2315,-20.18,0,0,141.79
2316,-85.5,0,0,610.25
2317,-1287.93,-6.35,-24.14,5224.51
2318,-1174.68,0,-13.99,7214.71
2319,-92.85,0,0,459.49
2320,-12.6,0,0,97.59
2321,-9.56,0,0,98.4
2322,-1158.78,-1.05,-20.45,11752.41
2323,-20.81,0,0,259.73
2324,-139.41,0,-1,749.1
2326,-63.23,0,0,224.78
2327,-208.36,0,-2.89,725.18
2328,-632.3,-1.05,-13.44,6909.12
2329,-417.42,-0.5,-2.5,2057.31
2330,-273.97,-4.5,-35.49,2032.01
2331,-717.55,-10.3,-35.67,2555.37
2332,-12.79,0,0,114.83
2333,-34.81,-2.6,-7.64,65.11
2334,-758.6,-0.25,-9.75,4742.33
2335,-60.07,0,-8,349.02
2336,-279.64,0,-0.5,1236.27
2337,-836.14,-0.85,-4.5,5395.13
2338,-78.08,-0.5,-10.49,541.22
2339,-49.64,0,0,228.2
2340,-124.64,-0.4,-0.4,671.6
2341,-760.78,-0.2,-8.2,2631.2
2342,-392.79,-6.7,-11.3,2403.49
2343,-354.82,-0.5,-4.5,1951.27
2344,-316.34,-0.8,-22.44,1280.66
2345,-335.31,-0.3,-1.3,1974.8
2346,-74.08,0,-1,476.91
2347,-113.83,0,-7.5,254.28
2348,-58.12,0,0,169.97
2349,-154.94,-0.8,-0.8,697.67
2350,-212.25,-0.95,-1.05,969.18
2351,-1225.37,-2.85,-14.05,5926.92
2352,-100.78,0,0,461.94
2353,-17.35,-1.35,-1.35,129.09
2354,-245.5,0,0,1739.78
2355,-3.14,0,0,39.44
2356,-515.49,0,-3.49,1634.37
2357,-23.37,0,0,156.8
2358,-215.82,0,0,1056.11
2359,-265.18,-1.35,-2.99,1391.43
2360,-650.52,0,-1,4431.4
2361,-187.75,0,0,1517.07
2362,-84.42,0,0,365.17
2363,-40.92,0,0,279.33
2364,-446.12,-2,-2,2891.45
2365,-35.06,-0.25,-1.75,313.65
2366,-352.74,0,-11.49,1852.61
2367,-403.79,-1,-3.1,2474.49
2368,-55.04,0,0,463.47
2369,-79.15,0,0,804.78
2370,-741.2,-17.29,-41.87,1899.86
2371,-130.18,0,0,1281
2372,-133.47,-0.45,-1.55,871.38
2373,-255.61,0,-1,644.75
2374,-415.17,-3.9,-5.5,2272
2375,-90.22,0,0,486.9
2376,-122.88,-0.5,-4.99,932.93
2377,-75.42,0,0,381.39
2378,-336.64,-0.45,-3.22,1500.8
2379,-102.58,0,0,493.49
2380,-261.68,-6.05,-10.5,930.95
2381,-216.38,-2.65,-5.75,765.83
2382,-78.62,0,0,314.01
2383,-107.76,0,-2.5,369.48
2384,-120.75,0,0,673.46
2385,-197.61,0,0,1723.84
2386,-71.89,0,-4,394.8
2387,-79.59,0,-7.5,363.43
2388,-92.9,0,-4,693.63
2389,-212.88,0,0,710.13
2390,-69.92,0,-7.29,564.78
2391,-123.13,0,-2.5,343.37
2392,-68.04,0,0,390.61
2393,-133.13,-0.4,-1.4,1002.28
2394,-34.6,0,0,1025.41
2395,-425.8,-0.5,-1.5,2413.4
2396,-61.67,0,0,335.89
2397,-2.77,0,0,29.33
2398,-160.57,-2.35,-7.2,849.82
2399,-10.42,0,0,111.41
2400,-1121.63,-14.4,-31.8,4381.96
2401,-5.39,0,0,116.92
2402,-42.99,0,0,210.82
2403,-3.99,0,0,37.89
2404,-75.39,0,0,145.76
2405,-162.71,0,-2,970.84
2406,-240.48,-0.45,-5.55,1743.83
2407,-903.15,0,-22.34,2164.13
2408,-125.45,0,0,638.74
2409,-242.21,0,-2.3,759.64
2410,-178.87,0,0,950.36
2411,-63.68,0,0,857.68
2412,-1294.83,-1.3,-1.7,4507.5
2413,-21.35,0,0,191.73
2414,-5.27,0,0,26
2415,-166.79,0,0,1430.23
2416,-216.87,0,-0.75,1369.91
2417,-22.99,0,0,119.77
2418,-55.07,0,0,359.75
2419,-117.74,0,0,722.84
2420,-279.64,0,0,1811.09
2421,-810.52,-5.6,-24.08,4114.53
2422,-34.73,0,-0.3,237.37
2423,-272.83,-1.1,-21.19,1230.22
2424,-208.64,0,0,1698.69
2425,-394.8,-0.6,-35.09,2829.81
2426,-149.86,0,-1.67,956.46
2427,-905.05,-5.9,-20.35,3488.31
2428,-12.51,0,0,164.88
2429,-176.09,0,0,605.34
2430,-199.7,-0.95,-4.55,1036.24
2431,-78.63,0,0,479.16
2432,-461.35,-1.95,-6.94,1559.96
2433,-41.36,0,0,152.32
2434,-55.29,0,0,252.31
2435,-319.37,0,0,844.56
2436,-145.24,-0.3,-5.5,742.26
2437,-232.88,-0.25,-3.44,1945.74
2438,-124.92,0,0,920.93
2439,-163.78,0,0,399.33
2440,-75.19,0,-4,528.32
2441,-140.02,-7.79,-22.95,478.86
2442,-92.12,0,0,251.11
2443,-583.23,-0.4,-13.58,2959.7
2444,-0.34,0,0,13.86
2445,-951.08,-2.5,-25.85,2883
2446,-597.6,-5.45,-23,3148.86
2447,-682,0,0,4736.05
2448,-1111.49,-26.15,-143,4956.81
2449,-611.17,-6.15,-24.55,5431.4
2450,-390.51,-13.49,-52.49,1694.08
2451,-736.14,-22.15,-57.44,3196.71
2452,-197.77,0,0,1159.54
2453,-263.33,-1.9,-10,1961.13
2454,-15.99,0,0,71.83
2455,-169.81,0,0,1185.87
2456,-99.07,0,0,595.03
2457,-179.1,-7.9,-18.4,745.82
2458,-70.48,0,0,525.28
2459,-2391.05,-10.8,-80.92,11558.12
2460,-14.14,0,0,144.44
2461,-100.95,0,0,341.23
2462,-897.07,-10.15,-49.5,4553.63
2463,-8.51,0,0,56.39
2464,-58.62,0,-1,396.84
2465,-229.6,0,-2,1029.15
2466,-71.4,0,0,597.15
2467,-1674.23,-7.7,-45.1,4198.24
2468,-208.71,-1.65,-2.15,816.34
2469,-84.7,0,0,402.26
2470,-89.3,-3.35,-14.34,424.71
2471,-77.96,0,0,416.31
2472,-24.68,0,0,84.11
2473,-35.86,0,0,203.48
2474,-168.03,-0.5,-10.5,272.51
2475,-237.23,-0.75,-4.74,1704.04
2476,-9.64,0,0,48.79
2477,-153.99,0,0,790.55
2478,-321.96,-0.9,-1.1,1903.78
2479,-623.51,-3.25,-68.83,5432.83
2480,-98.75,0,-6,808.64
2481,-464.44,-6.65,-14.54,2060.84
2482,-463.37,0,-6.29,1936.76
2483,-0.98,0,0,5
2484,-464.38,0,0,2593.26
2485,-126.52,0,0,997.86
2486,-217.56,0,-3.5,778.12
2487,-52.65,-1.6,-7.89,237.39
2488,-298.51,-4.55,-9.44,2383.37
2489,-669.5,-63.2,-176.56,3793.24
2490,-74.32,-0.45,-0.55,295.99
2491,-124.3,0,-7.78,735.47
2492,-149.4,0,0,824.92
2493,-296.19,0,0,1826.21
2494,-98.49,0,-1,722.96
2495,-3.79,0,0,35.71
2496,-401.11,-4.85,-11.95,1601.56
2497,-525.68,0,-4,2816.58
2498,-86.33,0,0,701.99
2499,-136.7,0,0,1026.82
2500,-300.19,-8.05,-44.88,1471.76
